id,monster_name,normal_drop,rare_drop,trivia_1,trivia_2,source_filename
1208,メネトの悪夢,,,メネト村の住人の悪夢から生まれた絶望の化身。現実と区別がつかない悪夢を見せるのがウリ。,自身は一睡もしたことがなく一度も夢を見たことがない。彼にとっては悪夢こそが唯一の現実なのだ。,1208.webp
1209,天使人形ルーミリア,,,ムニエカの住民たちのケガレを宿した 天使を模した人形。背中からケガレを放出し羽のように見せている。,言葉も物腰も愛する彼女とは似ても似つかぬものだったが積年の想いとケガレのもたらす絶望が 男の目を曇らせた。,1209.webp
1210,呪われしグランゼニス,,,主神グランゼニスの身に巣食いアストルティアとゼニアスを苦しめた 創失の呪いの源。主神とともに消え果てた。,創生のチカラが創造せしものそのすべてを消し去りし後創失の呪いは己が身をも飲み込み 静寂が訪れる。,1210.webp
1211,未知なる襲撃者,ぶどうエキス,彼岸の砂,何者かの命令を受けてモンセロ温泉峡のご神体の間で神の緋石のチカラを得ようとする者の命を狙う未知の魔物。,じつはジリドという立派な個人名があるのだが 上司に仕事は迅速にやるよう言われ名乗らぬまま死んでしまった。,1211.webp
1212,執行者ガンガブラ,,,主の命により創失の呪いを世界に振りまかんと活動する。両手にたずさえた剣を振るい粛々と刑を執行するのだ。,妙にていねいな物言いは本来の激高しやすい自分を抑えつねに冷静でいるためのもの。主からのアドバイスらしい。,1212.webp
1213,怨念の邪竜,ドラゴンのホネ,ドラゴンの皮,生きるだけで苦難をともなうナドラガンドで果てた竜族たちの蓄積した怨みの念が具現化してしまった存在。,全身を現しナドラガンド全土を闇で覆うつもりだったが膨大な怨念で太りすぎたため穴に引っかかってしまった。,1213.webp
1214,処刑人バルマ,,,執行者ガンガブラの手下である処刑人衆のひとり。刑を宣告された者を処刑する。バルマはリーダー格で熱血漢。,同僚たちは執行者ガンガブラの命令には従うが自分の命令にはあまり従ってくれない。中間管理職の悩み。,1214.webp
1215,処刑人ゲムザ,,,執行者ガンガブラの手下である処刑人衆のひとり。刑を宣告された者を処刑する。ゲムザはクールな気取り屋。,バルマよりも自分がリーダーに適任であると思っているが決してクチには出さない。正直めんどくさい。,1215.webp
1216,処刑人ドブナ,,,執行者ガンガブラの手下である処刑人衆のひとり。刑を宣告された者を処刑する。ドブナは気分屋で暴れん坊。,とにかく暴れられればそれでいいのだがバルマに命令されるのは気に食わない。反骨精神のカタマリ。,1216.webp
1217,執行獣ガンガブラ,,,執行者ガンガブラがチカラをすべて解放した真の姿。より強い創失の呪いを振りまくことができる。,こちらの姿でいるほうが楽だが普段は人型でいるようにと主にきつく言われている。身体が大きくてジャマらしい。,1217.webp
1218,代行者ヨナ,,,始まりの大魔王ゴダの代行者として創られた存在。グランゼニスの試練場を訪れた大魔王の資格を裁定する。,ヨナという存在に性別の概念はない。とはいえゴダはなんとなく ヨナが男性だと思っていたようだが……。,1218.webp
1219,バルディスタ新兵・斧,,,ヴァリーブートキャンプに放り込まれたバルディスタの新兵。戦争より大魔王よりヴァレリアが怖い オノ使い。,大魔瘴期を乗り越えたあとに入隊した新兵は質が悪い……古参兵からのそんな評価に毎夜 枕をぬらしている。,1219.webp
1220,バルディスタ新兵・槍,,,ヴァリーブートキャンプに放り込まれたバルディスタの新兵。戦争より大魔王よりヴァレリアが怖い ヤリ使い。,最近の新兵は緊張感に欠け顔つきもゆるみきっている！古参兵からのそんな喝に対しうるせ～なとしか思ってない。,1220.webp
1221,バルディスタ新兵・弓,,,ヴァリーブートキャンプに放り込まれたバルディスタの新兵。戦争より大魔王よりヴァレリアが怖い 弓使い。,前衛こわ～弓なら安全っしょ！……そう思っていた。氷の魔王の大矛が一瞬で眼前に迫ってくるまでは……。,1221.webp
1222,悲嘆のレイジバルス,よごれたほうたい,炎魔の焼け石,ゼクレス王家の使い魔。主であるアスバルが創失すると役目を失ったレイジバルスはゼクレス中を徘徊していた。,最初の主はゼクレスの始祖。彼を救い 名をくれた。大好きなその人はもういないが今でも会いたくてたまらない。,1222.webp
1223,執行獣ジブアジブ,,,ベラストル家の新人しもべホーストの正体である執行者ジブアジブがチカラを解放した姿。,主のため どんな任務もこなすプロ気質のクールガイだがそれにしてもベラストル家への潜入には相当無理をしていた。,1223.webp
1224,執行獣ニニエルザ,,,執行者ニニエルザがチカラを解放した 真の姿。主のためだけに存在し主の敵はすべて排除する。,執行者のときのフレンドリーな態度はすべて表面上のもので本当は主以外どうでもいい。他の執行者より感情が希薄。,1224.webp
1225,創失を招くもの,ひかりの石,青い宝石,執行者たちの主である謎の存在。創失という現象を自在に操りアストルティアを滅ぼそうとしているようだ。,万物に宿る創生のチカラ……世界に存在するためのチカラを奪うことで 創失という現象を引き起こしている。,1225.webp
1226,神兵ダインヘルヤル,,,古びた石像が種族神たちの神気を受けて巨大化した姿。英雄たちに課せられた試練として立ちはだかる。,そっくり同じ像があと6体ありそれぞれ種族神の偶像として信仰されたらしいが この像がどの神だったかは不明である。,1226.webp
1227,マリーヌ神のしもべ,,,マリーヌ神が生み出した眷属だが神獣と呼ぶには人語を話したり姿を変えたりの能力が不足している。,マリーヌ神は神獣の形を選ぶ際 イルカ型にするかクラーケン型にするかで悩んだ末アミダくじで決めたらしい。,1227.webp
1228,あくじきオオワシ,,,渡り鳥の習性をそなえた獰猛なオオワシ。渡りの途中 王家の温室で羽休めをしつつ空腹を満たそうとしていた。,なんでも食べる雑食だが時渡りの球根はあまりにマズくて吐き出すか食べるか戦いの最中も迷っていたとか。,1228.webp
1229,キュロンイーター,,,背中に樹木を生やした太古から生息するドラゴン。キュロン人が大好物でいくら食べても飽きがこない。,キュロン人をドカ食いしたいがキュロン草園を警備する者に妨害され 食欲が満たされずストレスがたまる今日この頃。,1229.webp
1230,ジア・ボーン,,,ジア・クトの放つ結晶化の光に適応したボーンバット。元の魔物をはるかに凌駕する能力と凶暴性で襲ってくる。,念晶体になる前はアンデッドでその前はドラキーだった。見た目の愛らしさを失っても動きで愛嬌を出す憎めない奴。,1230.webp
1231,ジア・レダ,するどい爪,幻獣の皮,緑色に輝く硬質なボディを持つジア・クト急襲体の眷属。後天的にジア化した中ではかなり強力な個体である。,時間停止の層に巻き込まれ身動きできない間に本隊に置き去りにされたが最後までその事実に気付かなかった。,1231.webp
1232,女神ゼネシア,,,主神グランゼニスの娘で果ての大地ゼニアスを守護する女神。キューロピアに渡り時渡りの術さえも会得した。,太古のゼニアスに時渡りし父から主神のオーブの奪取を目論むが創失を招くものに取り込まれてしまった。,1232.webp
1233,創失を招くもの,,,太古のゼニアスで 主神の王冠 主神の王笏ごと女神ゼネシアを喰らって 創生のチカラすら我がものとした恐るべき敵。,自信満々でふたつに分裂して半分のチカラで挑んできたがもし完全体と戦っていたら結果は変わっていただろう。,1233.webp
